0,0.534375,0.48532494758909855
4,0.534375,0.4852941176470588
8,0.5625,0.49267782426778245
13,0.59375,0.49894736842105264
18,0.609375,0.5073684210526316
24,0.653125,0.5194123819517313
27,0.659375,0.5219665271966527
32,0.66875,0.5287356321839081
35,0.671875,0.5293501048218029
43,0.715625,0.5452653485952134
47,0.721875,0.5525494276795005
52,0.740625,0.5619146722164412
58,0.775,0.5774058577405857
71,0.8,0.6050156739811913
85,0.840625,0.6297071129707112
92,0.846875,0.6425576519916143
100,0.86875,0.6540880503144654
111,0.903125,0.6751054852320675
119,0.91875,0.6871035940803383
128,0.9375,0.7048319327731093
134,0.953125,0.7184873949579832
139,0.975,0.7318611987381703
144,0.98125,0.7526427061310782
151,0.984375,0.7693121693121693
158,0.99375,0.7833333333333333
161,0.9875,0.7910135841170324
166,0.996875,0.8002103049421662
167,1.0,0.8035902851108765
