0,0.621875,0.5181723779854621
1,0.628125,0.520703933747412
2,0.6375,0.5234131113423517
3,0.6551724137931034,0.5266457680250783
4,0.665625,0.5281837160751566
6,0.68125,0.5318039624608968
7,0.6875,0.5338189386056191
9,0.70625,0.5379812695109261
10,0.715625,0.5396659707724426
11,0.725,0.5444096133751306
13,0.74375,0.5494276795005203
14,0.75,0.5519750519750519
15,0.753125,0.5535900104058272
16,0.753125,0.5552083333333333
18,0.7625,0.5599582898852972
22,0.778125,0.5677352637021716
27,0.7875,0.579650565262076
34,0.80625,0.5960945529290853
40,0.83125,0.6184074457083765
43,0.840625,0.6233230134158927
47,0.85,0.6302780638516993
48,0.85625,0.6309278350515464
53,0.865625,0.6430041152263375
56,0.871875,0.6482051282051282
60,0.884375,0.6563467492260062
62,0.890625,0.6594427244582043
64,0.896875,0.6625514403292181
67,0.90625,0.6724845995893224
70,0.915625,0.6797116374871267
72,0.921875,0.6849173553719008
77,0.94375,0.6954261954261954
82,0.953125,0.7052083333333333
87,0.959375,0.7102803738317757
91,0.965625,0.7172557172557172
93,0.971875,0.7263267429760666
96,0.978125,0.7337526205450734
98,0.98125,0.7368421052631579
101,0.9875,0.7444794952681388
104,0.99375,0.7471143756558237
108,0.99375,0.753177966101695
109,0.996875,0.7569002123142251
110,1.0,0.7582184517497349
