0,0.6067796610169491,0.501207729468599
12,0.58125,0.4933058702368692
17,0.5760517799352751,0.49030172413793105
30,0.6375,0.5077559462254395
39,0.6625,0.5213764337851929
53,0.6198630136986302,0.5047732696897375
68,0.70625,0.5553235908141962
84,0.7586206896551724,0.5921610169491526
93,0.8,0.6146496815286624
105,0.846875,0.6411075612353567
114,0.86875,0.6588983050847458
134,0.9375,0.7171610169491526
135,0.9375,0.7174603174603175
147,0.978125,0.739084132055378
151,0.984375,0.7459978655282817
156,0.996875,0.7550585729499467
157,1.0,0.7582534611288605
